Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr
2.48299701064812	0.223256505694743	5.07592874877983	2.82256452474352	1.76159910638947	1.23806829405354	0.678127743660802	3.07364257816256	1.9866716350742	5.54082238604108	0	0.0349570953742187	0.050887233758399	0.168483400101533	2.84892119510106	0	0.0572038071992699	0.519679192661225	0.0367731560637479	0	0	0	0.342785349985911	0	0	0	0.0858443291326177	5.06031421323676	1.40655169415507	7.92484994388089
1.82529082398441	0.459661626501322	5.68994904881229	2.73003715459024	1.63375141294326	1.34607996773405	1.14645172741441	2.10195237740117	1.0421075046976	5.87853820043534	0	0.0071908510468787	0.00396747313145335	0.108237323698646	3.31023564689114	0	0.103255164152905	0.403732725327634	0	0	0	0	0.289231903498378	0	4.59078272839183e-09	0	0.0111583241783321	3.14405988209877	1.4543172914327	9.00018469570343
1.65015137632016	0.0172851511778342	6.06876281240122	3.44838763613144	0.941937000847569	1.50410740063743	0.82666138679487	2.77299745259444	1.58701531058154	5.9629243762718	0	0.0512738857803428	0.0391708692264387	0.0359974794330743	2.37273880509959	0	0.373032814542951	0.0913885373463197	1.43580557905476e-05	2.93760373456553e-05	5.68676499682415e-05	0	0.315728626345892	0	8.14631020083247e-06	0	0.0904447550067815	4.36001276317599	1.5401048800705	8.44150161750082
2.38568505141524	0.0170586658893148	6.63822470195481	3.06913008557466	1.36852476522293	1.76362976750682	1.19251461101885	4.12342851876643	2.29209734871386	6.78995187184642	0	0.0561065362938473	0.0432523374194869	0.00229087772184189	3.11749599520434	0.578201758018032	0.0963672923112561	0.780613398217599	0	0.133610025024401	0	0	0.387602188047266	0	0.139813770933375	0	0.0993588737133342	6.41552586748029	1.76592064522866	9.75572069715915
1.59195277208381	0.419616062882733	5.1126301920407	2.26426799973513	2.15498443493545	1.24143230530106	1.18033023458581	2.62651594498024	1.8963826522097	6.14666002984099	0	0.0418190224177361	0.0553847717848705	0.352942741892715	3.13809837185395	0.00499053414588684	0.137120187732383	0.531960997948681	0	0.161164724176049	0	0.130232319835162	0.281391080396085	0	0.0486024481079855	0	0.0972037942026067	4.52289859718994	1.59437504719378	8.25072856389465
2.45630230807307	0.194949156546381	5.06782575372565	2.13677894372737	1.60797311895487	1.52057165691246	1.2637888306104	2.45065821199874	1.61734138369551	5.74828161930725	0	0.0607627055019991	0.210217416550366	0.0753174654614298	3.31435998857349	0	0.0986260147839123	0	0	0	0	0	0.491877026675286	0	0.0474365390831219	0	0.270980122052365	4.06799959569425	1.59588912237389	8.38218574229913
1.28558960322717	0.0217954999746219	6.71283713626786	3.88957904789357	1.83039881767832	1.6736242746707	1.22529532190187	1.42588469375616	0.72318653109821	7.11683641793726	0	0.0344864785756649	0.0545192115545599	0.199882626291425	1.82963862619604	0	0.22380293348714	0.298296380841837	6.19911408579834e-06	0	2.95231340032036e-06	9.28896315526509e-06	0.307590109912013	0	0	0	0.0890056901302248	2.14907122485437	1.87350690096213	8.5424757624639
3.78830320744833	0.332872160094387	5.1971400804618	1.82232164321908	3.25655671714894	1.5395119273313	0.511690575719749	3.56465098351674	2.62377846856771	6.92214409633887	0	0.0625055855068707	0.0578912407567886	0.00722188710581872	3.19163084654893	0	0.187382347838743	0	4.18026734621848e-06	3.52055446887536e-05	0	0	0.444280476243556	0	0.000234612435923709	0	0.120396826263659	6.18842945208445	1.54673381443712	8.38877092701073
1.19071336447127	0.0974942793220612	9.49280334476272	3.85828773994821	8.72280960824991	0.0762755791825349	2.56568031943305	0	0	3.36512942801865	0	0.335228281913068	0.133273126378611	1.78232955168104	0.467006720232352	3.26708307193704	0.128672327236771	3.45138201697515	0.192217310033613	2.77363572529643e-07	2.55204984835203e-07	3.01003898710283e-07	1.19827466736407	0.113525937710315	0.0761957161889453	0	0.468501408291679	0	1.85860513086358	9.95981006499508
3.26004397020516	0.221180600483798	4.80713096536521	1.74228358378388	2.03733613749958	1.38135091924771	0.666328803705142	3.17770078400719	1.28144049675418	5.66249312307602	0	0.0790754447343609	0.60887761211774	0.051548819430278	2.90931215111966	0	0	0.525491257846695	2.58864384582263e-09	2.90317054742188e-06	6.91372405882066e-10	0	0.395429458746596	2.102929378451e-09	0	0	0.687953056852101	4.45914128076137	1.43289973867798	7.71644311648487
0.0378650938055233	0.127246029209109	5.23324783939618	3.60981059835369	0	1.52086513979209	1.4959856093953	0.721685817470854	0.506689046497678	5.42627889637536	0	0.0280563041855632	0.0597941639794676	0	4.63260589347544	0	0	0.265477172033383	9.04091709101016e-05	8.94146309604923e-06	4.39062101109846e-05	9.62281428579681e-05	0.168653761092074	0.000105780100019913	0	0	0.0878504681650309	1.22837486396853	1.52086513979209	9.86585373287162
1.75337564615143	0.0557965796846312	5.78287718802182	2.75809114165139	2.77224160735748	1.18013153275546	0.910845734096939	2.63990734612495	1.74128154237786	6.08241230568629	0	0.224667396704281	0.0624476757402813	0.333574399937356	2.49704547951024	0	0	1.09956501158455	0	0.00012687711176585	2.61667473767133e-05	5.33863796582365e-07	0.46538956885567	4.91537285359487e-05	0	0	0.287115072444563	4.38118888850281	1.51370593269282	8.27992266753206
