Cr_SNR	Cr_FWHM	water_FWHM	residual_water_ampl	freqShift	relResA	relResdiff1
144.439205539981	5.48875464875511	6.81854194397299	0.000204355825107637	-6.3497745420549	8.20697398889602	2.76717543507109
115.693508651337	6.30803961416142	7.49963138881801	0.000213402320475447	-6.20742466358952	6.14346993857779	1.64368525763004
161.706659651257	5.18133001613045	6.48966562313114	0.000204906996650645	-3.39921599120536	10.19330504142	2.56055552973048
173.377009464548	5.38055628584706	6.44205522462969	0.000192651742085152	-6.37841008287051	12.6007472710572	2.78368369043675
126.736338209065	6.33525633711772	7.82261353467731	0.000198908938123568	-6.33400233917378	7.00473399061065	2.2763479496782
166.220559544988	5.75006152947539	6.39799559917726	0.00023678378652485	-5.42130957902866	10.3757842664909	2.75407078418907
153.528546262821	5.0366598820132	5.16916249564547	0.000130594683279151	-6.36770791785783	9.58432355390038	2.39950166233527
167.090854796175	5.31542401349335	6.61455063150802	0.000186487827686773	-4.49314655089538	9.23060235436328	2.27165125810152
162.224367982113	5.71231241978855	6.55624453389396	0.000174162945252499	-5.35742668418985	9.84627372745824	2.6296085231048
121.598570779122	8.04101046617407	9.04571250483312	0.000277721639299396	-6.50091567591873	7.78363490102701	2.93851501817409
180.840300718554	5.38851821608981	6.43038288660337	0.000177220304569571	-8.33744369670396	9.80756203975848	2.35668464673416
129.253663039691	5.47613791175278	6.79974428893521	0.000169030086198355	-8.34404406960608	7.78804795005022	2.09634161876386
