Cr_SNR	Cr_FWHM	water_FWHM	residual_water_ampl	freqShift	relResA	relResdiff1
210.61411289436	7.26994969715077	7.42015547108444	5.54274661553915e-05	-7.1000676822322	12.0231565219673	1.39304059843169
268.340904457895	4.97504039640602	6.28628261282742	9.1331549984059e-05	-9.75079891584826	24.3795999875794	2.2710546331325
214.524359988382	6.11620785994127	7.07522579367604	7.1311149564447e-05	-7.55847619555784	16.413205192569	1.42478103175951
148.440760177303	6.65920058365151	6.34407703320226	2.4271633459909e-05	-7.33539470561201	7.78798050856225	1.13444694701189
159.024066139467	8.95155177118878	8.8708895503851	5.49494234687307e-05	-5.42399394293422	3.83323942845136	1.36445909860668
288.039682070045	4.98913556298074	5.97150480428165	4.69378942078447e-05	-6.36480898441211	19.0410912627963	1.62477308320031
266.326563660769	5.33580258469498	6.17575236643715	4.96673415253397e-05	-5.38838790435905	23.9824168276029	3.52797106524182
221.959375260713	5.71338072476316	6.81151600071316	4.15758687226485e-05	-8.2746762957437	17.2771153553169	1.15337810314995
212.016649730079	7.14145264316849	8.24434052120812	2.34819920972137e-05	-4.52641016138722	19.8195549858226	2.82176133734611
233.382616632459	6.86325368456643	6.91235597519045	4.34972817831752e-05	-5.36695369196585	17.8814717898208	1.80229617751021
242.723279634116	4.75085865913622	6.25637439848408	6.18653478920964e-05	-4.19650231143029	20.0793365417881	1.47270459028684
191.361833702081	5.86975324755446	6.80722346562785	5.23301820278431e-05	-8.28155841544019	13.9836725909216	1.7398104352032
