Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr
2.82894153061731	0.645308794989724	5.50680466568951	1.54985745758817	1.97891039150329	0.815476272394536	1.08929249120967	3.18395041142824	2.79828909269312	4.62526852291612	0	0.230048117563366	0.000862131760904873	0.44911297120537	3.26223512453987	0.301287428382923	0.0164458613438847	0.712110027571263	3.14664875013789e-08	2.02884186904855e-08	1.98819149355029e-08	1.94441996686348e-08	0.124635098231516	0.111759741081857	3.91743654356644e-08	0	0.242942045932876	5.98270615962215	1.2429657805845	8.76903979022938
2.67569464255145	0.559722099225181	5.71239362110751	1.24157604376793	2.34296691648871	0.44138867861259	0.970794081814193	3.16021355946883	2.94439804320656	5.94538421265077	0	0.0303495356898916	0.0378424512002005	0.711383887549254	2.75452705900899	0.444031817155175	0.193195526641653	0.763938999936039	0	0.0636739055284947	2.90694058053144e-07	0	0.273869898074535	0	0.0261909572195457	0	0.0653433766176728	6.10191772020558	1.13202699133998	8.4669206801165
3.41740973074897	0.599123717308392	7.20885354211608	1.45689318029528	2.94551134714467	0.37882856605724	0.572159399588514	5.18420323218593	4.84396438296654	6.54617059634812	0	0.0702190508201744	0.129166681699735	1.09635413593526	2.63938462293959	1.96139285374999	0.126914812870622	1.07484295590434	0.103015891260056	0.0751646512049783	0.00147592874170125	0.0966675540737514	0.436557852132219	0.00145847745193131	0.00221049976072302	0	0.187902529123548	10.0234875218522	1.44799800017284	9.84823816505567
2.94736754825461	0.433168542188553	6.17450479186867	1.41423235957276	2.46915545091851	0.69841494202573	1.15992815230096	3.35255096333128	2.99551561909389	6.72081777509274	0	0.237894710823301	0.0762803547256299	0.652405544534766	3.49989542180798	0.63288586351617	0.161883036947189	0.723905432094261	0	0	0.100639424695212	0	0.263868950131706	0	0	0	0.317753459286051	6.3476305557118	1.32713126570473	9.67440021367666
4.14022018361951	1.1724875765861	6.38861102778367	1.7544836636384	3.77447292332038	1.09515357525339	0.634751108778284	3.50214043766973	2.7949830738395	6.04440618768458	0	0.0589010598308257	0.0819260232551615	0.35405604633584	3.01737209764913	0.458211759988245	0.203536161322852	0.816041665115909	0	0	0	0.0445508196951376	0.389172210774822	0	2.13956028510958e-05	0	0.134301236531935	6.30298687387892	1.42497932813998	9.4059831254328
2.47323483309794	0.640623638192469	5.68461692870193	1.41813945452627	3.53394737828132	0.497974833498891	0.847861666016623	2.50675579350812	1.87390911772163	5.13088051744458	0	0.0510221007179741	0.0994689116113681	0.717765448297516	2.5639142933749	0	0.150540686260035	0.267329814859398	0	0	0	0	0.28847497820303	0	0	0	0.141487021715295	4.38725700531979	1.19397273419988	8.24853122207683
3.15105059572394	0.997031886694574	6.182556044426	1.49438469916374	2.31298604060934	0.577332620011368	0.77506090386544	4.32691830110418	4.08280948926386	6.1666727887096	0	0.0774948782837719	0.0647203886880955	0.70454795942563	3.0377599723122	0.85130956130289	0.201866727492401	1.18445801662268	9.80072512536651e-07	5.69141670457928e-05	0	3.91497164751058e-06	0.354415509425034	7.85867395127386e-05	3.57044982155059e-05	0	0.138693033495628	8.40506782946327	1.25910778243108	9.2203160167382
3.30109052967425	0.54546179184117	6.55110623085116	2.12492314864522	3.70630501363864	0.512537479431667	0.760249685036965	3.43468809499049	3.09084031790927	6.01033267874061	0	0.0587353678079416	0.106619120504083	0.72047102923875	2.67236857164633	0.408476789979123	0.199689112703969	0.418110480866995	0	0	4.75443354452004e-05	0	0.341609377446091	0	0	0	0.155916628619274	6.52466696146965	1.21095742393026	9.22347480249749
3.29428336566396	0.987809006714037	5.34011108923451	1.00019548662305	2.81846989024027	0.822623950195657	0.723318143679751	3.47982178447983	3.1946223129	5.71603881275364	0	0.0583701217077284	0.132248270571946	0.448117805714495	3.81941012999407	0	0.054117499278403	0.481136896361695	0	0	0	0	0.427837391004192	0	0.029008063295517	0	0.178147938820698	6.67237697915831	1.249023979934	9.15952121922858
3.00211538566663	0.255644800776654	5.08943039880804	1.64616789945194	1.26824683889526	0.372765085994321	0.913121942395543	2.58027555113189	2.06379446324255	4.93772546027812	0	0.014626280067033	0.0311094856207414	0.670667499262332	2.99173263486333	0.160117380063372	0.113067325038098	0.734457777288212	0.000252057661224039	0.0781010932940427	0.00030501605654588	0.00043199499500636	0.21034557327315	0.0625447113522888	0.0809439751850187	0	0.0428495058540669	4.64830428012533	1.02456309071506	8.08116303367138
3.1711542248315	0.673379693243481	6.30748817423221	1.54063609829431	2.4180558338435	0.502827785078632	0.788407679913767	3.69533368424503	3.237890157209	5.74034591442951	0	0.0565729472422646	0.0690230995550916	0.829273538300252	3.00391337859198	1.34914520226144	0.218130511137946	1.19544302237688	0.254948171512029	0	0.0905438536634324	0	0.277016687906908	0	0	0	0.120464463842108	6.93395150227058	1.30810376515033	9.31140155282419
2.91301681651627	0.175587955253591	5.26147055666356	0.676172650789819	3.14666431582537	0.38894176882215	0.944786184819294	2.91593029162033	2.31301224529669	5.38653077767612	0	0.0609981693099868	0.037640721655629	0.843707567520244	3.34489855771052	0.272285039721481	0.163324174072166	0.764502546484151	0	0	0	0	0.382150207263515	0	0	0	0.097430464260047	5.23409160423889	1.21018195333779	8.60636911437409
