Cr_SNR	Cr_FWHM	water_FWHM	residual_water_ampl	freqShift	relResA	relResdiff1
183.019836203201	5.2836482626917	6.38080834673055	0.125656891582171	-2.50631594590819	9.33791710568826	2.71235173687847
204.716558999549	4.90441424978068	5.99943420053049	0.176086456040659	-3.39400189034076	15.5810400837077	3.43601375795359
202.288359154139	5.62213523020133	6.24522542534197	0.148795120230413	-3.19041533082535	20.8429678145404	5.65109998056551
218.170416657467	5.14981313006556	6.71904038466646	0.116743685990703	-1.70337550061077	19.2540711673972	3.22236214509438
207.33270029018	5.03798843576144	6.01447904921116	0.107894490373865	-2.40905405499052	15.8781308079036	2.57414384284432
208.171520715348	5.03045955789871	6.4481729468664	0.136631096406358	-2.28182546005778	18.095324549254	3.39031766497818
227.630116361386	5.37185820807066	6.48239261431091	0.182757707413517	-2.44618667643444	14.9306918796751	3.76161038099389
165.133327677071	5.27875016067704	6.09434989204211	0.167992803549627	-2.52297443051212	8.36101845021856	2.94763534405142
215.336736901795	4.77350967129583	5.97208461937992	0.179468825927241	-2.39674653939094	16.5756736290646	3.16565310830978
196.331190972489	5.6759715169538	6.64278374068146	0.126160074482092	-1.49747990351075	9.41584668207651	3.19505441375935
158.540596627138	5.1942210216038	6.64026734227122	0.127791278563782	-4.39453910861961	9.05188336233856	1.99070833749036
190.385471041133	5.4741772546056	6.64408964409855	0.130331081234686	-1.59049365868571	9.41146704632899	2.93614380023071
