Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr	GABAplus
0.021304215147988	0.0371778159136397	0.0470162675923328	0.00148172942671458	0.0614690711539386	0	2.80186006263407	2.97666558315331	9.52319442732882	0.0812210028772511	0.230919083007239	12.4901576250273	0.741036676047864	0	0.0829912883962169	0.00507341170095815	0.000730062939673525	0.0370665617503122	1.96228519930448	0	0	0	0	5.31334790754246e-17	2.57117338709955e-17	4.41897090660365e-17	13.2311943010752	12.4998600104821	0	0.13000755598855	2.02375427045842
0.0146857516951746	0.04974583147807	0.265553742554381	0.00133535914523799	0.0155587283576474	0.221465322300525	3.84389944120662	4.03751589960103	9.08370730617111	0.0917674840276458	0	13.5646221244437	1.36418409024339	0	0.0185684363340146	0.0124511120747119	1.53785457889016e-05	0.0885322700267568	2.32822802734772	0.0858841611119055	0	0	0	3.61522102569653e-17	0	4.90017245439931e-17	14.9288062146871	13.1212232057721	0.221465322300525	0.284122178888396	2.34378675570536
0.00693184793892221	0.01962888382782	0.0224335013517997	0.254965578427778	0	0	3.38167970757027	3.56199155075458	8.00323052850501	0.0806290984207225	0	11.8942636947984	0.772774628007044	0	0.0735095723094556	0.00710031214354818	0.000955253930269457	0.0344911263175751	2.05586018769301	0.136352737670165	0	0	0	7.32399409542539e-18	6.28185962686729e-17	8.82291346657238e-17	12.6670383228054	11.5652220792596	0	0.0959430736612554	2.05586018769301
0.0194829533213989	0	0.0228259100730556	0.00181744195123521	0	0	2.34054635419846	3.47165171841589	9.66263635657581	0.106507233406668	0.532259607085174	12.5352707937625	1.31503331801271	0	0.0349730147208991	0.00982365504671824	0	0.0576372890251637	2.07160242422428	0	0	0.0485728900035937	0.0867947661725352	0	0	0	13.8503041117752	13.1342880749917	0	0.0577989247939547	2.07160242422428
0.016319582096179	0.181394981612833	0.019355405645748	0.00425580206540784	0	0.0565324604514566	3.56049046280976	5.20468312982719	9.07171298762295	0.0452365257136889	0.475149868177388	13.8869577517219	1.14767415834349	0.0487091070443834	0.0125481919625356	0.00402560479523963	0	0.0964292141082609	2.27161947506373	0	0	0	0	0	0	4.87137027232522e-17	15.0346319100654	14.2763961174501	0.10524156749584	0.0319035976082836	2.27161947506373
0.0121722022387995	0.103721891017743	0.271452696151969	0.00270909330097198	0.23016477165419	0.0128817966077907	3.57647110354953	5.78127304706956	10.2876892054806	0.0885016881048553	0.656056614095961	12.6097121338852	1.36250932261163	0.241466378246002	0.0835639733384924	0	0.000762923522745176	0.0148440949815143	2.27334474417428	0	0	0	0.439735536280244	0	0	0	13.9722214564969	16.0689622525502	0.254348174853793	0.355016669490462	2.50350951582847
0.00441527702447512	0.0364805001503321	0.0646778772714254	0.00231673507164569	0.0477994950200031	0	2.70521027555669	3.87722387300351	9.29288044263634	0.0588820917937856	0.114395185341083	11.4924115356139	0.887854935562698	0	0.117583502153232	0.191917308458837	0.000251120046782012	0.208956376299028	2.14673694702317	0.237886242721707	0	0	0	0	1.65606585680814e-16	1.0492000020653e-16	12.3802664711765	13.1701043156398	0	0.182261379424658	2.19453644204318
0.000344962169624686	0	0	0.000608740414733219	0.00597443105923557	0	2.68278832819219	3.52395569481683	9.29374208456211	0.144264464791567	0.0403366307381536	12.3705700756095	0.884977663007715	0	0.0158401817044756	0.0275592993815868	0	0.189670228794048	1.9961597314676	0	0	0	0	6.61085966810981e-17	0	1.48554436437939e-17	13.2555477386172	12.8176977793789	0	0.0158401817044756	2.00213416252683
0.0156405389638841	0	0.0850683651637662	0.00184986002631676	0.00256251414294992	0	2.42500483032167	5.39994046455727	10.0597847112169	0.0730001901040449	0.331595949832908	12.9397289457461	1.67351326896638	0	0.158980892802582	0.0281069874595978	0.916667065609452	0.044782727821492	2.12693346133604	0	0	0	0	0	1.40461525099253e-16	0	14.6132422147125	15.4597251757742	0	0.244049257966348	2.12949597547899
0.000640409075571557	0.0174497920446447	0	0.064344885754376	0.164274663083399	0.103832400452788	5.95543926704208	7.43433019942501	10.4614818437997	0.260888738169538	0.627731244832948	16.2064096085827	3.45543221853234	0.0900522718411001	0	0.0687582099423149	1.04213287994067e-05	0.0724159489687425	2.22449481534654	0	0	0	0	1.2321564301563e-16	0	1.17617225826783e-16	19.6618418271151	17.8958120432247	0.193884672293889	0	2.38876947842994
0.00777998673284995	0.0384081393526082	0.0394507068184454	0.00185159973126918	0	0	1.92992726002968	3.37358572409524	7.88366350819473	0.0629849194844436	0.285864252416685	11.4200810020097	1.28642354707168	0.321618137973709	0.0729891046879964	0.0171856540626498	0.169393148034174	0.0223582688899092	1.99673010049531	0	0	0	0	0	0	1.89948804213281e-18	12.7065045490814	11.25724923229	0.321618137973709	0.112439811506442	1.99673010049531
0.00894531405342225	0.00855896921356893	0.0358683202306097	0.00201366293136444	0	0.02081921822955	2.50025480700634	3.89583478301707	8.24171295380851	0.043238612649033	0	10.9601751569562	1.49183815846263	0.0100381737905815	0.0657679372468189	0.00826169175228457	0.00164764197656914	0.0215365935493659	2.07327462943134	0	0	0	0	0	0	0	12.4520133154188	12.1375477368256	0.0308573920201315	0.101636257477429	2.07327462943134
