Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr	GABAplus
0.00821383971877403	0	0.0108120082646565	0.000679807203398633	1.71204014538047	0.103742324906937	1.23524284408856	5.0953218176832	15.4319828998702	0.0818650943276088	0	14.5937443060751	2.58406769614421	0	0.00876657521956403	0.0835571681065703	0.151163395825252	0.232581335406279	1.95885579139952	0	0	0	0	0	7.88682765534919e-19	7.28758109804765e-18	17.1778120022193	20.5273047175534	0.103742324906937	0.0195785834842205	3.67089593677999
0.0322957740486073	0.316666017825559	0.0178293048054958	0	1.96893211419313	0	2.12122661368286	5.38283836819964	17.9905599667457	0.0606256712775635	0.218235246482529	15.2194709738634	2.29012651451294	0	0.0184900638679524	0	0.104597025035161	0.00603478463042333	2.48282887278404	0	0.00370346149724554	0	0	0	0	6.24083905888614e-17	17.5095974883764	23.3733983349454	0	0.0363193686734482	4.45176098697717
0	0	0.00799267259574869	0.000706371751980642	0.680639817651493	0.0350595350087273	1.51997264200556	4.5350190449753	14.9650250473538	0.0272654827623901	0	13.6781102096662	2.00471917199462	0.0322460433625498	0.0094147760884497	0.0383039308693946	0.00202761812141051	0.194029321972238	2.80406033838525	0.094568038176476	0.0310791032227371	0.025394944906111	0	2.24751063530195e-15	1.17740552057868e-17	2.24051917191492e-17	15.6828293816608	19.5000440923291	0.0673055783712771	0.0174074486841984	3.48470015603675
0.322605405926301	0	0.0115217445055882	0.0594611343350123	0.841032101364875	0.0431354488503684	1.94765846365281	5.27303654128346	12.9000951996532	0.0129359085654979	0.515874345165824	14.3789171868729	1.92086158616064	0.0426771640729347	0.0123053636506198	0.0440328542846638	0.00453170286051664	0.0522207693903116	2.39811016752923	0	0	0	0	0	5.64446852791107e-17	0	16.2997787730335	18.1731317409367	0.0858126129233031	0.0238271081562081	3.2391422688941
0	0	0.0623008871559921	0.000584119995690827	0.403803000787772	0.0617998914504575	1.41861107232804	2.88317120971988	12.3877172366937	0	1.68808039380328	13.6980782757149	1.01107198757012	0.0720097884465705	0.0644759665121153	0.0769916184522575	0.00537979408985611	0.0276055408440216	2.29754953945912	0	0	0	0	0	0	0	14.7091502632851	15.2708884464136	0.133809679897028	0.126776853668107	2.7013525402469
0.314346351217825	0	0.0463653563845158	0.094352416797129	0.747933050590998	0.0121820820922192	1.4223027731929	2.75030298326549	12.952634401648	0.0447649301239992	1.9987545969224	13.4016745772718	1.49332634597292	0	0.0468796403395668	0.119242232402588	5.06110034655998e-05	0	2.23412101927891	0.0717707774879385	0	0	0	0	2.38156693125008e-16	0	14.8950009232447	15.7029373849135	0.0121820820922192	0.0932449967240826	2.98205406986991
0	0	0.100039930532454	0.0163692131181526	0.658498560712227	0.0102034894898514	2.27405076439485	3.45320543425968	12.2424807368745	0.0366803677151979	1.79049703641283	13.3061035221364	0.65091107454798	0	0	0.0433270245383221	0.000736207511270138	0.143268190564843	2.37035989744258	0.0547553824788572	0.0373189572502333	0.0257838862717963	0.0476484647873558	3.45616318730627e-17	0	0	13.9570145966843	15.6956861711342	0.0102034894898514	0.100039930532454	3.02885845815481
0	0	0.137552668713453	0.000245830116921915	2.00396979093418	0.0561201079924358	2.25230253767439	2.42231155422235	15.8929603362949	0.0191454529360955	1.30686818857177	14.633195043708	3.35151087771719	0.0597666317062921	0.0355010506823691	0.0744373912553001	0.175158352990139	0.165242542422726	2.22223099533982	0	0.0909188040077424	0.00594538279256085	0.0335908161705447	0	0	1.38305464518973e-17	17.9847059214252	18.3152718905172	0.115886739698728	0.173053719395822	4.226200786274
0	0	0.0352330969050401	0.000470683818836621	0.812492686787034	0.1684180197605	2.65589522943335	3.14072368512583	11.7421070643751	0.0503023497578845	0.428315404588028	12.3249092513848	0.990277099812895	0	0.231984158578811	0.0732806681589833	0.00310356901613725	0.0244927929921838	2.13292903485401	0	0	0	0	0	0	0	13.3151863511977	14.8828307495009	0.1684180197605	0.267217255483851	2.94542172164105
0.0124681900672706	0.00560008815768514	0.0409738192159733	0	1.69825626421453	0	2.03820283044519	3.8895599142426	16.7203647975248	0.0241135415607725	1.37827823942484	14.7719753561488	2.05311720477117	0.267872933553934	0.0484512276202105	0.119127085374132	0.00118584857778775	0.171966628946223	2.0279852120258	0	0	0	0	0	5.88133138402026e-17	0	16.82509256092	20.6099247117674	0.267872933553934	0.0894250468361839	3.72624147624032
0.0309990394874683	0	0.0213957555062629	0.000573682706792589	1.65110885617314	0	2.29537386867402	3.44870466128953	16.2569306453986	0.0962401800608095	1.2544763421705	15.3183743125518	2.17278892324424	0	0.0270593551894199	0.392362013890764	0.1958728251957	0.125691257075178	2.22031883533695	0	0	0	0	0	7.2944634066144e-17	1.00526550473085e-16	17.4911632357961	19.7056353066881	0	0.0484551106956829	3.87142769151008
0	0	0.0465682531442606	0.108557268660435	2.19850687883101	0.077646920695228	0.899823322218878	3.21814360975249	16.1352660564332	0	2.11210458761471	15.1366815416711	1.66970673658578	0.0993590186640818	0.045342010780865	0.0763811924400283	0.00266888199404354	0.121786234914426	2.39098074506012	0	0	0	0	4.76392728519541e-17	0	1.10427464117255e-16	16.8063882782568	19.3534096661857	0.17700593935931	0.0919102639251255	4.58948762389113
