Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr	GABAplus
0.0211280636308522	0	0	0.00338736557787934	0.87233979751858	0	3.5230764736303	4.07419671793152	4.58412896996958	0.664236528222023	0	0.589720530196224	0.635687360352477	0	0	0.0261754253079252	0.0310364482074494	0.00133967383229867	1.00999803858016	0	0	0	0	5.95638868310698e-17	0	0	1.2254078905487	8.6583256879011	0	0	1.88233783609874
0.314846357235209	0.830320236237691	0	0.055361210429566	0.906854619020488	1.32778920437642	2.4365191178696	0	11.0256688531025	4.38225257558704	0.0173440987311194	0	0.502045006685961	0	0	0.633324218120704	0.197233923157714	1.93488820818406	1.5028214064245	0	0	0	0	0	2.37014629700845e-17	0	0.502045006685961	11.0256688531025	1.32778920437642	0	2.40967602544499
1.44905840312626	4.46722519843058	0	0.342247936895237	0.459260241384987	0	1.11107629318415	6.5710380032727	4.05276694897294	7.41683581753031	0	0	0	0	0	0	0.34083230933179	0.909813410272278	1.357068244446	0	0	0	0.0153689820090221	0	0	0	0	10.6238049522456	0	0	1.81632848583099
0.128187764404924	1.19807493010433	0	0.063781417374466	0.411491119991446	0.336641372024694	1.68575342150247	2.85763823309286	8.5790085803749	2.48794177618263	0	0.0318064491544706	1.7366295905968	0	0	0	0.0720609329987165	0.814490694574592	1.28567327856059	0	0	0	0	9.8845161184573e-18	0	0	1.76843603975127	11.4366468134678	0.336641372024694	0	1.69716439855203
1.00306726252701	3.7720543609997	0	0.192746328581597	0.723419573484013	1.63948418984517	6.14375792465661	9.98753778705409	0.0996433735368838	5.58963504747346	5.36821098257157	0	0	0.780141865223302	0	0	0.0927656850336996	3.13811235371001	1.01158174090454	0	0.133119155087797	0	0	7.20235168610989e-18	7.5217687026467e-18	0	0	10.087181160591	2.41962605506848	0	1.73500131438856
1.58202341565939	5.16746148543957	0	0.401168311246784	0.706973771065853	0.0043359479542296	6.21776693021772	3.07328842690425	7.51318501047068	13.3721739028579	2.68422207345955	0.00253992912216572	0.0257120199510373	0	0	0	0.428312011912287	0	1.44028844930151	0.0129394305884034	0	0.0189440269988417	0.018307256918888	0	4.15075810322866e-18	0	0.028251949073203	10.5864734373749	0.0043359479542296	0	2.14726222036736
0	0.124274110923639	0.45752273686711	0.0203033217751018	0.459159855380394	0	3.10591990387385	7.40336489282427	3.8599042814544	0.513321889431013	0	0.81429408692908	0.287311807377482	0	0.774707964629518	1.20143598379864	0.0885503506867385	0	1.13584254374563	0	0	0	0	3.92889342349644e-17	0	0	1.10160589430656	11.2632691742787	0	1.23223070149663	1.59500239912602
0.737180682300373	2.0257689046354	0	0.15663109788424	0.553473177524181	7.14094456806555e-05	0	7.55613286559941	5.00406558794793	8.64364760646673	2.51314385448435	0	6.33671111587118e-05	0	0	0	0.292987092243696	2.13153952497784	1.22316551052471	0	0	0	0	0	9.50888775612905e-18	9.38689482726338e-19	6.33671111587118e-05	12.5601984535473	7.14094456806555e-05	0	1.7766386880489
0.605602425804266	0.123117026868135	0	0.111722275182947	0.548715584091334	0	2.37289122739366	2.01548946754043	9.75987345922163	3.14721393634469	1.67302033317833	0.0039577064712726	1.36132545706718e-05	0	0	0.00676884720059897	0	0.715900106899414	1.3962264417028	0	0	0	0	0	1.08173136047892e-17	0	0.00397131972584327	11.7753629267621	0	0	1.94494202579414
1.14330864647222	0.736941066794175	0	0.263495641806059	1.24736139253336	3.58602874091082	2.94587775442725	6.20700036453209	10.9291005881698	8.31483774687368	0.0167856176935985	0	1.38326364178743	2.49050322685295	0	1.20016040947087	0.287300377918659	5.70459552284525	1.80263820485763	0	0.152791988660729	0	0.147785865652256	0	0	6.38552396881592e-18	1.38326364178743	17.1361009527018	6.07653196776377	0	3.04999959739099
0.335524841737128	3.72390346483135	0	0.278999191394856	0.554150835128075	0	2.60072069813526	5.70962398993822	3.32153584361973	9.96842597939059	0	0	1.19938120120121	0	0	0	0.249717811440991	1.49280898358452	1.1677030736447	0	0	0	0	0	3.74168545982153e-18	3.25572152600642e-18	1.19938120120121	9.03115983355794	0	0	1.72185390877278
0	0	0	0.0128044732151384	0.934184628170077	0.226822418671403	2.20690186132883	4.35159423536371	5.84921966746286	0.575654859118382	0.208464106958773	0.0161817662184183	0.229051918549125	0.122950093538257	0	0.103326328413858	0.0563757635459693	0	1.2027142969815	0	0	0	0	7.97896020733171e-17	0	0	0.245233684767543	10.2008139028266	0.34977251220966	0	2.13689892515158
