Cr_SNR	Cr_FWHM	water_FWHM	residual_water_ampl	freqShift	relResA	relResdiff1
234.86146480858	5.38998551117948	6.4667458617385	0.00647994911981903	-1.5657030384596	14.3411213360951	1.96319517749708
254.913290425132	5.23296869210465	6.89373411223147	0.00573952246179951	-1.40144348832501	17.5925323418761	1.75551475754117
284.953870868385	5.00516626076033	6.42380636330215	0.0095781961065341	-1.35557270700961	14.7047751882464	1.88415469205359
283.85407303097	4.71001505334011	6.26209373244669	0.00707726259052908	-0.806369898391928	18.8778650128143	2.17526567819217
264.844227210088	4.8226755894214	6.18318064839453	0.00824286360063165	-7.37625455104371	22.5818559451514	1.6614776006388
194.679447276746	6.27584427638185	6.92644920556657	0.00480577954549788	0.40385270370385	11.5164053117771	2.55350524256485
293.583363173139	4.57821960828993	6.0333584735128	0.00833819222656274	-3.32473990554401	22.6964049824091	2.39908891536823
243.163837091289	5.0127576210639	6.22464862219583	0.00615788870747378	-2.72400796650456	16.0781624080497	1.5051539342684
238.682458831894	5.38257185376193	6.87762571141577	0.00714215327085831	-1.37932892933863	21.5601648400939	1.78340813916411
224.428374552403	5.53964988681476	6.66424607228807	0.00500010988076222	-2.319452771222	11.4731200441102	1.43604939058566
253.957389994939	4.69702711758066	6.22577798647688	0.00620386046124149	-2.38713772106022	17.9898714110079	1.87039328055811
256.897287484393	5.77548297852048	6.85770614496422	0.00544222477727315	-2.35344588079198	16.8055087803784	1.35275587823801
