Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr	GABAplus
0.0859494548756245	0.841083132345792	0.247630517297811	0	1.07817319543627	0	3.37508570162693	5.31808324061742	3.10557773516034	0.28300331521866	0	0.126968298675289	0.521207434960464	0	0.180021842483524	0	0.0434319600747824	0.2820360435092	0.997936922062253	0	0	0	0	5.06317727262662e-17	0	5.79206749657382e-17	0.593591663167957	8.45409445957402	0	0.427652359781335	1.76320519867762
0.344247546951104	1.10343858209005	0	0	0.581087104073824	0	2.82777209447501	0.825019906129507	9.40057607794326	1.88483330232731	0.0143085748633998	0.132840480034982	2.26767541350309	0	0	0	0.171665086241548	2.26680529813148	1.87191671276492	0	0	0	0	0	0	1.94004872846974e-17	2.14090173935073	10.061681907828	0	0	2.28436206809399
0	0	0	0	0.719054919928399	0	3.76057243772442	1.7263328972028	6.60853498777137	0.541209060054257	0	0.0965380472696867	0.00496682828293131	0	0	0	0.00430827334375866	0.288178022451434	1.77238747721134	0	0	0	0	9.70471490385105e-18	0	0	0.106012498380749	8.23885513637205	0	0	2.28275994955123
0.443690108709765	2.96584524336754	0	0.000177408269941231	0.312087708997828	0	2.36597732373855	0	7.42464559541701	0.522949379570585	0	0	2.86602068126429	0	0	0	0	0	1.32394668579647	0	0.00268191212088189	0.000140140197696313	0	0	0	1.45117555107947e-18	2.52905023478315	7.28426136659183	0	0	1.54546102526302
0.159545983026289	1.80087106564006	0	0	1.04298512112752	0	4.14311905845651	6.7515143653504	1.33711748977886	0.642209756034495	1.90840880060643	0.0251832003853469	0	0	0	0	0.05306641060011	1.05056973456125	2.09031768880635	0	0.0246526828093561	0	0	0	2.34641917489078e-18	6.52834055469543e-18	0.0265114087282147	8.17653346158466	0	0	2.8306100922525
0.00897471549963846	0.323984897638968	0.0658916164712124	0	0.668921968204589	0.0366366481453855	5.3052772178396	0.518919883704424	6.57167713981539	0	1.34540630243111	0.592728279055816	1.18317674801536	0.00820842406732877	0.125847323925599	0	0.0445653656642959	0	1.3111230061054	0	0	0	0	0	7.65907838165322e-18	9.7964665731093e-18	1.6680554002648	6.97503988076575	0.0441046867320976	0.191738940396811	1.78591199544857
0	0.430009649410293	0	0	0.733028136559666	0	1.52857083328004	3.65345631832911	6.68258841677201	0.201201252103627	0.358513141185176	0.0148814496784129	0	0	0	0	0	0.0471625395183011	1.52387626891837	0	0	0	0.00154829125488345	0	0	1.019982960012e-18	0.015666324726635	10.2709384513123	0	0	2.04416668343624
0	0	0	0.0464730870894812	1.70611294114863	0	3.28092009131928	3.52201969706316	5.06638244196669	1.29074526780997	4.56516633705363	0	0	0	0	0.499065401518842	0.0793420040343352	1.02029104056285	1.37507122612188	0	0	0.0139359961448015	0	3.37959845310296e-18	3.13638836249938e-18	0	0	8.55165143854617	0	0	2.5860400349464
0	0	0.257156850077192	0	0.816487305983527	0	4.78875975821404	1.35114661539606	2.8230275191099	0.537218456578013	0	0.0299920333465345	0.859456562073306	0	0.280597803582635	0	0	0	1.29264295740845	0	0.0755617739227349	0	0	0	2.92979163063979e-17	3.09984364354517e-17	0.789980405478375	4.14344757353053	0	0.537754653659827	1.87217121518109
40.3981003187816	0.547178623613133	0	0.00104772095360096	0.374068928094767	12.1959547673303	4.17479601840345	0	4.20390754325573	0.149701312963915	0	1.44657955785319	0	0	0	0.196204609056971	0.605132532075528	0.122393400626259	1.38300446337321	0	0	0	0	2.22669406752633e-17	0	0	1.52287482644346	4.12442060870406	12.0022456518817	0	1.64851197659107
0.000383956995551354	0	0.414867774854289	0	1.13259472747614	0	5.02511668403328	0	5.29170183151479	2.36942318329189	2.0073931600214	0.0113764918699272	0	0	0.36950499386674	0	0.0950260221339969	1.73235861165032	1.04081446533353	0	0	0	0	0	7.26445645432768e-19	1.06182692176167e-18	0.0119765089917779	5.19164702469027	0	0.784372768721029	1.84471018345013
0	3.19862684583205	0	0	0.725607817091192	0.590368542190494	3.65955121557154	4.12560222007136	1.40461816235184	0	0	0.102258534235066	1.95384508788181	0.937887380143263	0	0	0	0	1.29630243272382	0	0	0	0	0	0	4.67075705109027e-18	1.8317749084548	5.57282441277393	1.50077089826185	0	1.81132603564258
